"striker","start_date","batting_team","bowling_team","innings","Runs","BallsFaced","Fours","Sixes","StrikeRate","NotOuts","Average","Hundreds","Fifties","HighScore","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"TP Ward",2022-10-16,"Tasmania","South Australia",2,142,328,17,1,43.2926829268293,0,71,0,2,82,"Sheffield Shield","2022/23",1322399,"Adelaide Oval","Adelaide","South Australia","Tasmania","South Australia","bat","PM Siddle","Tasmania","7",NA
"PSP Handscomb",2022-10-06,"Victoria","South Australia",2,142,211,15,1,67.2985781990521,0,71,1,0,132,"Sheffield Shield","2022/23",1322398,"Karen Rolton Oval, Adelaide","Adelaide","Victoria","South Australia","South Australia","field","W Sutherland",NA,NA,NA
"MC Henriques",2022-10-18,"New South Wales","Queensland",2,141,368,8,3,38.3152173913044,1,141,0,1,99,"Sheffield Shield","2022/23",1322401,"Drummoyne Oval, Sydney","Sydney","New South Wales","Queensland","Queensland","field","MT Renshaw",NA,NA,NA
"CT Bancroft",2022-03-31,"Western Australia","Victoria",2,141,272,17,0,51.8382352941176,0,70.5,1,0,141,"Sheffield Shield","2021/22",1270465,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Victoria","Victoria","field","SM Whiteman",NA,NA,NA
"J Weatherald",2020-10-10,"South Australia","Western Australia",2,141,247,17,3,57.085020242915,0,70.5,1,0,105,"Sheffield Shield","2020/21",1233443,"Karen Rolton Oval, Adelaide","Adelaide","Western Australia","South Australia","Western Australia","bat","AC Agar","Western Australia",NA,"205"
"SE Marsh",2020-10-10,"Western Australia","South Australia",2,141,216,18,1,65.2777777777778,1,141,1,0,110,"Sheffield Shield","2020/21",1233443,"Karen Rolton Oval, Adelaide","Adelaide","Western Australia","South Australia","Western Australia","bat","AC Agar","Western Australia",NA,"205"
"MS Harris",2017-03-26,"Victoria","South Australia",2,141,212,12,2,66.5094339622642,0,70.5,1,0,120,"Sheffield Shield","2016/17",1036431,"Traeger Park, Alice Springs","Alice Springs","Victoria","South Australia","Victoria","bat","JM Holland",NA,NA,NA
"MW Short",2020-02-24,"Victoria","Queensland",2,141,210,23,0,67.1428571428571,0,70.5,0,1,98,"Marsh Sheffield Shield","2019/20",1196137,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Victoria","Queensland","Queensland","field","SE Gotch","Victoria",NA,"44"
"MS Wade",2020-10-30,"Tasmania","Western Australia",2,140,302,15,2,46.3576158940397,1,140,0,2,83,"Sheffield Shield","2020/21",1233449,"Park 25 No 2, Adelaide","Adelaide","Western Australia","Tasmania","Tasmania","field","SE Marsh",NA,NA,NA
"W Sutherland",2022-10-06,"Victoria","South Australia",2,140,237,12,4,59.0717299578059,0,70,1,0,100,"Sheffield Shield","2022/23",1322398,"Karen Rolton Oval, Adelaide","Adelaide","Victoria","South Australia","South Australia","field","W Sutherland",NA,NA,NA
"JA Burns",2019-02-23,"Queensland","Victoria",2,140,224,14,2,62.5,0,70,0,2,80,"Sheffield Shield","2018/19",1150126,"Junction Oval, Melbourne","Melbourne","Queensland","Victoria","Queensland","bat","MS Harris","Victoria","3",NA
"HWR Cartwright",2021-03-06,"Western Australia","Queensland",2,139,244,15,4,56.9672131147541,1,139,0,1,96,"Sheffield Shield","2020/21",1244505,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Western Australia","Queensland","Queensland","field","C Green",NA,NA,NA
"MS Wade",2018-02-16,"Tasmania","Western Australia",1,139,242,19,1,57.4380165289256,0,139,1,0,139,"Sheffield Shield","2017/18",1118882,"Bellerive Oval, Hobart","Hobart","Tasmania","Western Australia","Western Australia","field","MS Wade","Tasmania",NA,"87"
"MT Renshaw",2021-03-06,"Queensland","Western Australia",1,139,230,12,1,60.4347826086956,0,139,1,0,139,"Sheffield Shield","2020/21",1244505,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Western Australia","Queensland","Queensland","field","C Green",NA,NA,NA
"JA Burns",2020-02-24,"Queensland","Victoria",2,139,206,23,0,67.4757281553398,0,69.5,1,0,135,"Marsh Sheffield Shield","2019/20",1196137,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Victoria","Queensland","Queensland","field","SE Gotch","Victoria",NA,"44"
"XC Bartlett",2024-03-11,"Queensland","New South Wales",2,139,184,12,8,75.5434782608696,0,69.5,0,2,70,"Sheffield Shield","2023/24",1391799,"Allan Border Field, Brisbane","Brisbane","Queensland","New South Wales","New South Wales","field","O Davies","New South Wales","5",NA
"AT Carey",2024-02-16,"South Australia","Queensland",2,139,171,19,0,81.2865497076023,0,69.5,0,1,90,"Sheffield Shield","2023/24",1391793,"Adelaide Oval","Adelaide","South Australia","Queensland","South Australia","bat","MT Steketee","Queensland","7",NA
"M Labuschagne",2021-11-23,"Queensland","South Australia",2,138,269,14,0,51.3011152416357,1,138,1,0,110,"Sheffield Shield","2021/22",1270441,"Karen Rolton Oval, Adelaide","Adelaide","Queensland","South Australia","South Australia","field","MP Kuhnemann","Queensland","8",NA
"KR Patterson",2021-03-06,"New South Wales","South Australia",2,138,254,12,1,54.3307086614173,0,69,1,0,102,"Sheffield Shield","2020/21",1251095,"Adelaide Oval","Adelaide","South Australia","New South Wales","South Australia","bat","SA Abbott","New South Wales","6",NA
"TM Head",2019-11-01,"South Australia","New South Wales",2,138,246,14,0,56.0975609756098,0,69,1,0,109,"Marsh Sheffield Shield","2019/20",1196121,"Adelaide Oval","Adelaide","New South Wales","South Australia","South Australia","field","CJ Sayers","New South Wales",NA,"96"
"MS Harris",2019-03-05,"Victoria","Tasmania",2,138,205,16,1,67.3170731707317,0,69,0,1,94,"Sheffield Shield","2018/19",1150129,"Melbourne Cricket Ground","Melbourne","Victoria","Tasmania","Victoria","bat","NJ Maddinson",NA,NA,NA
"J Edwards",2023-03-14,"New South Wales","South Australia",1,138,179,20,1,77.0949720670391,0,138,1,0,138,"Sheffield Shield","2022/23",1322424,"Karen Rolton Oval, Adelaide","Adelaide","New South Wales","South Australia","South Australia","field","J Edwards",NA,NA,NA
"DR Drew",2022-02-09,"South Australia","Victoria",2,137,333,16,1,41.1411411411411,0,68.5,1,0,130,"Sheffield Shield","2021/22",1270451,"Adelaide Oval","Adelaide","South Australia","Victoria","South Australia","bat","PSP Handscomb",NA,NA,NA
"J Weatherald",2019-12-07,"South Australia","Tasmania",2,137,242,16,0,56.6115702479339,0,68.5,1,0,126,"Marsh Sheffield Shield","2019/20",1196131,"Bellerive Oval, Hobart","Hobart","Tasmania","South Australia","South Australia","field","WA Agar","South Australia","6",NA
"NJ Maddinson",2019-02-23,"Victoria","Queensland",2,137,214,17,0,64.018691588785,0,68.5,1,0,108,"Sheffield Shield","2018/19",1150126,"Junction Oval, Melbourne","Melbourne","Queensland","Victoria","Queensland","bat","MS Harris","Victoria","3",NA
"TM Head",2017-03-26,"South Australia","Victoria",2,137,183,14,0,74.8633879781421,1,137,1,0,137,"Sheffield Shield","2016/17",1036431,"Traeger Park, Alice Springs","Alice Springs","Victoria","South Australia","Victoria","bat","JM Holland",NA,NA,NA
"BJ Webster",2018-02-24,"Tasmania","New South Wales",1,136,354,12,0,38.4180790960452,0,136,1,0,136,"Sheffield Shield","2017/18",1118885,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","New South Wales","bat","BJ Webster",NA,NA,NA
"BE Street",2023-03-14,"Queensland","Tasmania",2,136,286,13,0,47.5524475524476,1,136,1,0,102,"Sheffield Shield","2022/23",1322423,"Bellerive Oval, Hobart","Hobart","Tasmania","Queensland","Queensland","field","BJ Webster",NA,NA,NA
"CP Jewell",2023-03-14,"Tasmania","Queensland",2,136,270,19,0,50.3703703703704,0,68,0,1,98,"Sheffield Shield","2022/23",1322423,"Bellerive Oval, Hobart","Hobart","Tasmania","Queensland","Queensland","field","BJ Webster",NA,NA,NA
"MG Neser",2022-10-18,"Queensland","New South Wales",1,136,172,15,4,79.0697674418605,0,136,1,0,136,"Sheffield Shield","2022/23",1322401,"Drummoyne Oval, Sydney","Sydney","New South Wales","Queensland","Queensland","field","MT Renshaw",NA,NA,NA
"M Wright",2022-02-18,"Tasmania","New South Wales",2,135,350,13,0,38.5714285714286,1,135,0,2,78,"Sheffield Shield","2021/22",1270447,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","New South Wales","bat","H Kerr","New South Wales",NA,"75"
"CT Bancroft",2022-11-11,"Western Australia","South Australia",1,135,324,12,0,41.6666666666667,0,135,1,0,135,"Sheffield Shield","2022/23",1322406,"Western Australia Cricket Association Ground, Perth","Perth","South Australia","Western Australia","Western Australia","field","SM Whiteman","Western Australia",NA,"28"
"NA McSweeney",2022-12-01,"South Australia","Tasmania",2,135,293,14,0,46.0750853242321,0,67.5,1,0,118,"Sheffield Shield","2022/23",1322412,"Bellerive Oval, Hobart","Hobart","South Australia","Tasmania","Tasmania","field","NA McSweeney","South Australia",NA,"208"
"MT Renshaw",2023-10-14,"Queensland","Victoria",1,135,262,7,3,51.5267175572519,0,135,1,0,135,"Sheffield Shield","2023/24",1391773,"Great Barrier Reef Arena, Mackay","Mackay","Victoria","Queensland","Queensland","field","MT Renshaw","Queensland",NA,"104"
"CA Wakim",2023-10-03,"Tasmania","South Australia",2,135,180,24,0,75,0,67.5,1,0,110,"Sheffield Shield","2023/24",1391770,"Karen Rolton Oval, Adelaide","Adelaide","South Australia","Tasmania","South Australia","bat","CA Wakim","Tasmania","7",NA
"HJ Hunt",2022-03-23,"South Australia","New South Wales",2,134,299,15,0,44.8160535117057,0,67,1,0,109,"Sheffield Shield","2021/22",1270438,"Karen Rolton Oval, Adelaide","Adelaide","New South Wales","South Australia","South Australia","field","JJS Sangha","South Australia","5",NA
"SM Whiteman",2024-02-03,"Western Australia","New South Wales",2,134,256,19,1,52.34375,0,67,1,0,107,"Sheffield Shield","2023/24",1391790,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","New South Wales","New South Wales","field","CJ Green","New South Wales","4",NA
"PSP Handscomb",2018-11-27,"Victoria","Queensland",2,134,207,19,1,64.7342995169082,0,67,0,2,81,"Sheffield Shield","2018/19",1150121,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Victoria","Queensland","Queensland","field","JA Burns","Queensland","8",NA
"PSP Handscomb",2023-10-26,"Victoria","New South Wales",2,133,243,12,0,54.7325102880658,0,66.5,0,1,90,"Sheffield Shield","2023/24",1391776,"Melbourne Cricket Ground","Melbourne","Victoria","New South Wales","New South Wales","field","F O'Neill","Victoria",NA,"205"
"M Gilkes",2021-04-03,"New South Wales","Queensland",2,132,298,14,0,44.2953020134228,0,66,0,2,66,"Sheffield Shield","2020/21",1251083,"North Dalton Park, Wollongong","Wollongong","New South Wales","Queensland","Queensland","field","NM Lyon",NA,NA,NA
"J Clayton",2022-02-18,"Queensland","Victoria",2,132,292,14,1,45.2054794520548,0,66,1,0,109,"Sheffield Shield","2021/22",1270453,"Junction Oval, Melbourne","Melbourne","Queensland","Victoria","Queensland","bat","NJ Maddinson",NA,NA,NA
"JJS Sangha",2021-04-03,"New South Wales","Queensland",2,132,278,19,0,47.4820143884892,0,66,1,0,103,"Sheffield Shield","2020/21",1251083,"North Dalton Park, Wollongong","Wollongong","New South Wales","Queensland","Queensland","field","NM Lyon",NA,NA,NA
"TJ Dean",2017-03-26,"Victoria","South Australia",2,132,273,15,0,48.3516483516484,0,66,0,1,94,"Sheffield Shield","2016/17",1036431,"Traeger Park, Alice Springs","Alice Springs","Victoria","South Australia","Victoria","bat","JM Holland",NA,NA,NA
"NJ Maddinson",2020-03-06,"Victoria","South Australia",2,132,246,13,5,53.6585365853659,0,66,0,2,66,"Marsh Sheffield Shield","2019/20",1196139,"Adelaide Oval","Adelaide","Victoria","South Australia","South Australia","field","W Sutherland","Victoria",NA,"182"
"SB Harper",2022-10-17,"Victoria","Western Australia",1,132,238,12,2,55.4621848739496,1,Inf,1,0,132,"Sheffield Shield","2022/23",1322400,"Junction Oval, Melbourne","Melbourne","Western Australia","Victoria","Western Australia","bat","PSP Handscomb",NA,NA,NA
"HWR Cartwright",2023-11-28,"Western Australia","Queensland",1,132,230,13,3,57.3913043478261,0,132,1,0,132,"Sheffield Shield","2023/24",1391787,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","Western Australia","Western Australia","field","HWR Cartwright",NA,NA,NA
"JR Doran",2022-11-24,"Tasmania","Victoria",2,132,230,11,1,57.3913043478261,1,132,0,1,85,"Sheffield Shield","2022/23",1322410,"Melbourne Cricket Ground","Melbourne","Victoria","Tasmania","Tasmania","field","JM Bird","Tasmania","4",NA
"MS Wade",2021-04-03,"Tasmania","Western Australia",2,132,228,16,2,57.8947368421053,0,66,0,1,90,"Sheffield Shield","2020/21",1251085,"Western Australia Cricket Association Ground, Perth","Perth","Tasmania","Western Australia","Western Australia","field","BJ Webster","Tasmania",NA,"175"
"JD Wildermuth",2024-03-01,"Queensland","Western Australia",2,132,188,18,1,70.2127659574468,0,66,0,1,91,"Sheffield Shield","2023/24",1391796,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Queensland","Queensland","field","JP Inglis","Western Australia",NA,"146"
"BM Hope",2023-11-18,"Tasmania","New South Wales",1,132,146,21,0,90.4109589041096,1,Inf,1,0,132,"Sheffield Shield","2023/24",1391784,"Bellerive Oval, Hobart","Hobart","New South Wales","Tasmania","Tasmania","field","BM Hope","Tasmania",NA,"1"
"WJ Pucovski",2024-02-16,"Victoria","New South Wales",1,131,302,8,0,43.3774834437086,0,131,1,0,131,"Sheffield Shield","2023/24",1391791,"Sydney Cricket Ground","Sydney","New South Wales","Victoria","Victoria","field","SM Boland",NA,NA,NA
"JJ Peirson",2023-10-04,"Queensland","New South Wales",2,131,283,15,0,46.2897526501767,0,65.5,1,0,106,"Sheffield Shield","2023/24",1391771,"Cricket Central, Sydney","Sydney","Queensland","New South Wales","New South Wales","field","J Edwards",NA,NA,NA
"MC Henriques",2018-02-24,"New South Wales","Tasmania",1,131,183,14,1,71.5846994535519,1,Inf,1,0,131,"Sheffield Shield","2017/18",1118885,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","New South Wales","bat","BJ Webster",NA,NA,NA
"WJ Pucovski",2019-03-05,"Victoria","Tasmania",2,131,165,16,0,79.3939393939394,1,131,1,0,131,"Sheffield Shield","2018/19",1150129,"Melbourne Cricket Ground","Melbourne","Victoria","Tasmania","Victoria","bat","NJ Maddinson",NA,NA,NA
"HJ Hunt",2020-10-30,"South Australia","Victoria",2,130,386,18,1,33.6787564766839,0,65,0,2,80,"Sheffield Shield","2020/21",1233450,"Gliderol Stadium, Adelaide","Adelaide","South Australia","Victoria","South Australia","bat","WJ Pucovski",NA,NA,NA
"PSP Handscomb",2021-10-27,"Victoria","New South Wales",2,130,352,9,0,36.9318181818182,0,65,1,0,115,"Sheffield Shield","2021/22",1270442,"Drummoyne Oval, Sydney","Sydney","Victoria","New South Wales","Victoria","bat","NJ Maddinson","Victoria",NA,"204"
"JR Doran",2021-04-03,"Tasmania","Western Australia",2,130,294,11,1,44.2176870748299,0,65,1,0,123,"Sheffield Shield","2020/21",1251085,"Western Australia Cricket Association Ground, Perth","Perth","Tasmania","Western Australia","Western Australia","field","BJ Webster","Tasmania",NA,"175"
"TJ Dean",2020-02-24,"Victoria","Queensland",2,130,240,15,0,54.1666666666667,0,65,0,1,96,"Marsh Sheffield Shield","2019/20",1196137,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Victoria","Queensland","Queensland","field","SE Gotch","Victoria",NA,"44"
"BJ Webster",2023-10-26,"Tasmania","Queensland",2,129,310,10,0,41.6129032258064,0,64.5,0,2,70,"Sheffield Shield","2023/24",1391777,"Bellerive Oval, Hobart","Hobart","Queensland","Tasmania","Tasmania","field","MS Wade","Tasmania","3",NA
"UT Khawaja",2017-11-13,"Queensland","New South Wales",2,129,279,17,1,46.2365591397849,1,129,0,2,78,"Sheffield Shield","2017/18",1118871,"Allan Border Field, Brisbane","Brisbane","Queensland","New South Wales","Queensland","bat","DP Hughes","New South Wales","6",NA
"KR Patterson",2022-10-31,"New South Wales","South Australia",2,129,205,16,2,62.9268292682927,1,129,1,0,122,"Sheffield Shield","2022/23",1322403,"North Dalton Park, Wollongong","Wollongong","New South Wales","South Australia","New South Wales","bat","WA Agar",NA,NA,NA
"O Davies",2023-11-18,"New South Wales","Tasmania",2,129,158,16,1,81.6455696202532,0,64.5,0,2,67,"Sheffield Shield","2023/24",1391784,"Bellerive Oval, Hobart","Hobart","New South Wales","Tasmania","Tasmania","field","BM Hope","Tasmania",NA,"1"
"O Davies",2023-11-06,"New South Wales","Western Australia",1,129,143,13,2,90.2097902097902,0,129,1,0,129,"Sheffield Shield","2023/24",1391780,"Sydney Cricket Ground","Sydney","Western Australia","New South Wales","New South Wales","field","O Davies","New South Wales","10",NA
"J Clayton",2024-02-03,"Queensland","Tasmania",2,128,247,13,2,51.8218623481781,0,64,1,0,102,"Sheffield Shield","2023/24",1391789,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","Tasmania","Queensland","bat",NA,"Tasmania","4",NA
"AJ Turner",2023-03-23,"Western Australia","Victoria",1,128,227,13,1,56.3876651982379,0,128,1,0,128,"Sheffield Shield","2022/23",1322426,"Western Australia Cricket Association Ground, Perth","Perth","Victoria","Western Australia","Western Australia","field","AJ Turner","Western Australia","9",NA
"MC Henriques",2019-10-18,"New South Wales","Tasmania",2,128,191,14,4,67.0157068062827,1,128,1,0,124,"Marsh Sheffield Shield","2019/20",1196117,"Drummoyne Oval, Sydney","Sydney","Tasmania","New South Wales","Tasmania","bat","MA Starc","New South Wales","8",NA
"MS Harris",2022-10-06,"Victoria","South Australia",2,127,261,18,0,48.6590038314176,0,63.5,0,1,85,"Sheffield Shield","2022/23",1322398,"Karen Rolton Oval, Adelaide","Adelaide","Victoria","South Australia","South Australia","field","W Sutherland",NA,NA,NA
"TD Paine",2021-03-20,"Tasmania","New South Wales",2,127,239,13,0,53.1380753138075,1,127,0,1,87,"Sheffield Shield","2020/21",1244510,"Bellerive Oval, Hobart","Hobart","Tasmania","New South Wales","New South Wales","field","JM Bird","Tasmania",NA,"298"
"M Labuschagne",2022-10-06,"Queensland","Tasmania",1,127,234,19,1,54.2735042735043,0,127,1,0,127,"Sheffield Shield","2022/23",1322397,"Allan Border Field, Brisbane","Brisbane","Tasmania","Queensland","Queensland","field","GS Sandhu","Queensland",NA,"172"
"M Labuschagne",2021-02-17,"Queensland","Tasmania",2,127,222,13,0,57.2072072072072,0,63.5,0,1,78,"Sheffield Shield","2020/21",1244519,"Bellerive Oval, Hobart","Hobart","Tasmania","Queensland","Queensland","field","JA Burns","Queensland","3",NA
